overall,potential,age,height_cm,weight_kg,nationality_name,club_name,value_eur,wage_eur,preferred_foot,player_positions,short_name
62,69,23,190,87,Paraguay,Club Olimpia,675000.0,500.0,Right,GK,M. Arzamendia
62,62,29,178,72,Paraguay,Club Nacional,400000.0,500.0,Right,"RM, RB",J. Argüello
62,74,19,174,74,Japan,FC Tokyo,900000.0,1000.0,Left,LB,K. Bangunagande
62,67,24,184,83,Japan,Oita Trinita,475000.0,600.0,Right,GK,S. Yoshida
62,76,20,178,67,United States,Houston Dynamo,950000.0,1000.0,Right,"CAM, CM",M. Palomino
62,72,22,180,72,Korea Republic,Ulsan Hyundai FC,850000.0,2000.0,Right,"LB, LM",Seol Young Woo
62,65,26,179,79,Uruguay,Centro Atlético Fénix,450000.0,500.0,Right,"CB, CDM",A. Barboza
62,75,20,180,74,Germany,Eintracht Braunschweig,975000.0,4000.0,Right,"ST, LM",S. Müller
62,65,25,184,75,Bolivia,Club Deportivo Guabirá,525000.0,500.0,Right,ST,W. Álvarez
62,73,22,181,74,Portugal,Belenenses SAD,900000.0,1000.0,Right,"CAM, CM",Tomás Castro
62,79,18,171,68,Mexico,Club Universidad Nacional,975000.0,700.0,Right,RB,J. Rivas
62,63,28,171,65,Venezuela,Aragua Fútbol Club,375000.0,500.0,Right,"CDM, CM",A. Hernández
62,71,19,178,72,United States,Columbus Crew,800000.0,750.0,Right,"CDM, CM",A. Morris
62,78,20,180,78,France,Standard de Liège,1000000.0,8000.0,Left,LB,N. Nkounkou
62,72,19,177,69,Japan,Kashiwa Reysol,875000.0,1000.0,Right,ST,M. Hosoya
62,74,20,188,83,Netherlands,AZ Alkmaar,850000.0,1000.0,Right,GK,M. Bakker
62,76,19,170,63,Belgium,Heracles Almelo,950000.0,950.0,Right,CAM,E. Sierra
62,76,19,183,73,Uruguay,Club Atlético Rentistas,875000.0,500.0,Left,"CB, LB",J. Sosa
62,70,22,187,83,United States,Club Tijuana,775000.0,2000.0,Right,GK,B. Díaz
62,68,24,176,65,Spain,Warta Poznań,625000.0,800.0,Left,"LM, RM",Mario Rodríguez
62,68,21,179,71,Sweden,Örebro SK,650000.0,850.0,Right,"RM, ST",D. Seger
62,73,20,186,75,Slovakia,Stabæk Fotball,825000.0,2000.0,Left,CB,I. Mesík
62,69,22,182,80,Paraguay,Club Nacional,700000.0,500.0,Right,GK,C. Riveros
62,72,21,184,71,Argentina,Club Atlético Banfield,900000.0,2000.0,Right,ST,J. Cruz
62,72,22,173,66,Venezuela,Chicago Fire Football Club,850000.0,1000.0,Left,"LB, LM",M. Navarro
62,73,19,184,77,Bolivia,Club Deportivo Jorge Wilstermann,750000.0,500.0,Right,GK,D. Sandy
62,72,20,170,65,Bolivia,Club Always Ready,825000.0,500.0,Right,"CDM, CM",J. Mamani
62,67,23,177,74,Japan,Hokkaido Consadole Sapporo,600000.0,1000.0,Left,"CM, CDM, CB",T. Takamine
62,71,20,177,72,Japan,Yokohama FC,825000.0,650.0,Right,"CDM, CM",R. Yasunaga
62,76,19,178,67,Greece,Panathinaikos FC,950000.0,500.0,Right,CAM,A. Athanasakopoulos
62,67,25,183,79,Sweden,Varbergs BoIS FC,525000.0,700.0,Right,CB,J. Birkfeldt
62,69,22,180,63,Ecuador,CS Emelec,775000.0,500.0,Left,"LB, LM",J. Rodríguez
62,69,23,173,73,Japan,Shonan Bellmare,750000.0,800.0,Right,CB,K. Tachi
62,69,23,190,83,Venezuela,Club Nacional,800000.0,500.0,Right,ST,Y. Murillo
62,73,20,177,69,England,Bolton Wanderers,875000.0,2000.0,Left,"CM, CDM",G. Thomason
62,68,22,175,73,Germany,Türkgücü München,600000.0,1000.0,Right,"CDM, CM, CB",N. Gorzel
62,65,25,188,75,Canada,Club de Foot Montréal,475000.0,1000.0,Right,CB,J. Waterman
62,68,23,190,82,Spain,Columbus Crew,625000.0,2000.0,Right,ST,Miguel Berry
62,70,23,171,61,Spain,Cádiz CF,850000.0,4000.0,Right,"RB, RM",Carrasco
62,73,21,187,87,Uruguay,Club Atlético Peñarol,775000.0,500.0,Right,GK,M. Correa
62,74,21,173,73,Chile,Universidad Católica,975000.0,2000.0,Right,"CM, RB",M. Nuñez
62,75,20,188,86,United States,Sporting Kansas City,850000.0,750.0,Right,GK,J. Pulskamp
62,72,19,183,71,France,Chamois Niortais Football Club,850000.0,800.0,Right,"CAM, LM",S. Renel
62,68,23,183,83,Germany,Eintracht Braunschweig,575000.0,1000.0,Right,CDM,I. May
62,70,22,177,72,Germany,FSV Zwickau,900000.0,2000.0,Left,"LM, LB",L. Horn
62,76,20,188,83,Sweden,Mjällby AIF,950000.0,1000.0,Right,"RM, ST",A. Sarr
62,76,20,184,67,Germany,SK Austria Klagenfurt,950000.0,5000.0,Right,"RW, CAM, LM",T. Maciejewski
62,65,24,186,77,Slovenia,Hokkaido Consadole Sapporo,550000.0,1000.0,Left,"ST, LM",M. Tučić
62,68,21,192,85,Senegal,Club Atlético Lanús,575000.0,2000.0,Right,"CB, CDM",O. Ndong
62,78,19,187,80,Germany,1. FC Köln,1000000.0,3000.0,Right,"RM, RW, LM",T. Lemperle
62,69,22,183,78,Germany,Borussia Dortmund II,750000.0,3000.0,Right,"CDM, CM",C. Viet
62,63,27,177,71,France,US Quevilly Rouen Métropole,425000.0,1000.0,Right,"RB, LB",D. Bansais
62,67,25,184,77,France,Pau FC,525000.0,1000.0,Right,"CB, LB",L. Bury
62,71,21,175,70,Scotland,Dundee United,900000.0,1000.0,Left,LM,L. Chalmers
62,75,18,174,70,Japan,Shonan Bellmare,875000.0,500.0,Left,"CB, CDM, CM",S. Tanaka
62,73,19,174,69,Germany,Borussia Mönchengladbach,825000.0,2000.0,Right,RB,K. Kurt
62,73,21,185,78,France,Stade Rennais FC,825000.0,5000.0,Right,"CB, CDM",W. Omari
62,75,20,174,66,United States,FC Bayern München,950000.0,8000.0,Right,"CM, RW",T. Booth
62,62,32,188,84,France,USL Dunkerque,275000.0,1000.0,Right,"CDM, CB",J. Huysman
62,77,19,175,75,England,Blackburn Rovers,900000.0,4000.0,Right,"RB, LB",D. Pike
62,70,21,187,85,Greece,AFC Chindia Târgoviște,825000.0,1000.0,Left,CB,N. Baxevanos
62,70,24,185,77,Spain,AD Alcorcón,775000.0,1000.0,Right,GK,Jesús Ruiz
62,76,20,181,74,Germany,SV Werder Bremen,950000.0,2000.0,Left,"LW, RW, LB",O. Schönfelder
62,69,24,193,93,United States,Portland Timbers,750000.0,1000.0,Right,CB,Z. McGraw
62,74,21,173,70,Venezuela,Portland Timbers,950000.0,1000.0,Right,RB,P. Bonilla
62,76,17,182,70,France,Valenciennes FC,850000.0,500.0,Right,CB,I. Doukouré
62,71,21,180,75,Belgium,Oud-Heverlee Leuven,900000.0,2000.0,Right,"LM, CM",D. Vekemans
62,62,28,188,87,United States,F.C. Hansa Rostock,350000.0,2000.0,Right,CB,R. Malone
62,79,18,175,65,Argentina,San Lorenzo de Almagro,1000000.0,1000.0,Right,"LW, ST",A. Hausch
62,71,21,171,63,France,Valenciennes FC,900000.0,1000.0,Left,CM,M. Picouleau
62,64,25,184,80,Austria,SC Rheindorf Altach,500000.0,3000.0,Right,"CAM, CM, LM",M. Stefel
62,79,19,176,72,Republic of Ireland,Sligo Rovers,1000000.0,500.0,Right,RB,S. Keogh
62,70,21,182,76,Germany,1. FC Magdeburg,850000.0,650.0,Right,RB,H. Rorig
62,74,20,194,83,England,AFC Bournemouth,925000.0,4000.0,Right,"RB, CB",Z. Ibsen Rossi
62,72,20,180,71,Norway,Sandefjord Fotball,825000.0,600.0,Right,"RB, CDM",L. Markmanrud
62,69,23,182,68,Argentina,Cádiz CF,675000.0,3000.0,Right,GK,J. Flere
62,80,17,177,63,France,AS Nancy Lorraine,1000000.0,500.0,Right,"CM, RM",W. Bondo
62,78,19,175,74,Mexico,Club Universidad Nacional,1000000.0,2000.0,Right,ST,E. Montejano
62,70,20,188,75,Germany,FC St. Pauli,825000.0,2000.0,Right,"RB, RM",J. Wieckhoff
62,62,34,176,73,Romania,Campionii FC Arges,150000.0,1000.0,Left,LB,N. Mușat
62,62,32,182,79,Romania,CS Mioveni,275000.0,1000.0,Right,"CDM, CM, CB",A. Panait
62,62,28,192,85,Romania,Campionii FC Arges,275000.0,1000.0,Right,GK,F. Croitoru
62,73,21,188,78,Italy,AC Monza,850000.0,700.0,Left,"CDM, CM",M. Brescianini
62,62,31,178,72,England,Harrogate Town,300000.0,2000.0,Right,RB,W. Burrell
62,73,20,190,88,Germany,Borussia Mönchengladbach,750000.0,2000.0,Right,GK,J. Kersken
62,70,21,173,68,Côte d'Ivoire,Clermont Foot 63,850000.0,2000.0,Right,"LB, RB",A. Seidu
62,70,22,176,70,Ghana,Futebol Clube de Famalicão,850000.0,1000.0,Left,LB,A. Wahab Ibrahim
62,76,21,188,80,Spain,CD Tenerife,850000.0,900.0,Right,GK,Victor Méndez
62,68,23,184,76,Austria,SV Ried,625000.0,2000.0,Left,"LM, RM, CAM",M. Canadi
62,70,22,196,85,Germany,FC Nordsjælland,775000.0,1000.0,Right,GK,E. Dos Santos Haesler
62,62,29,188,80,Serbia,Raków Częstochowa,325000.0,2000.0,Left,CB,M. Rundić
62,84,18,182,70,Tunisia,Manchester United,1300000.0,6000.0,Right,"CAM, CM",H. Mejbri
62,76,20,170,65,Chile,Universidad Católica,950000.0,2000.0,Right,LW,C. Montes
62,70,21,166,67,Argentina,Club Atlético Independiente,850000.0,2000.0,Right,CDM,J. Pacchini
62,75,20,175,62,Russia,Villarreal CF,950000.0,4000.0,Right,LM,N. Iosifov
62,74,18,174,70,Turkey,Aytemiz Alanyaspor,875000.0,2000.0,Left,LB,A. Gülay
62,68,23,193,88,Brazil,Santa Clara,575000.0,1000.0,Right,"CDM, CM",Júlio Romão
62,75,20,190,90,Turkey,Oud-Heverlee Leuven,900000.0,6000.0,Left,CB,C. Özkacar
62,72,18,193,77,Turkey,Dijon FCO,850000.0,500.0,Right,CAM,A. Arli
62,69,22,183,73,Bulgaria,FC Academica Clinceni,800000.0,1000.0,Right,"LM, ST",A. Chandarov
62,72,20,184,72,Congo DR,Çaykur Rizespor,825000.0,850.0,Left,"CB, LB",N. Monzango
62,76,18,177,65,Serbia,Reading,875000.0,1000.0,Right,"CDM, CM",D. Tetek
62,67,24,188,88,Slovenia,Wisła Płock,600000.0,1000.0,Left,"LM, ST",L. Šušnjara
62,68,22,179,74,Germany,Sportclub Verl,600000.0,500.0,Left,LB,L. Stellwagen
62,68,23,172,65,Germany,FK Austria Wien,625000.0,3000.0,Right,"RM, CAM",A. El Moukhantir
62,72,20,191,65,Scotland,Aberdeen,825000.0,1000.0,Left,LB,J. MacKenzie
62,66,24,186,80,Israel,FC Flyeralarm Admira,575000.0,2000.0,Right,"LM, RM, ST",J. Ganda
62,66,25,190,82,Germany,FSV Zwickau,550000.0,700.0,Right,ST,L. Lokotsch
62,72,21,181,74,Cameroon,Stade Malherbe Caen,850000.0,900.0,Right,"LB, RB",A. Fouda
62,74,20,183,74,Poland,Wisła Kraków,925000.0,1000.0,Right,RB,K. Gruszkowski
62,75,19,171,63,Angola,LOSC Lille,950000.0,3000.0,Left,"LM, RM",Capita
62,71,22,186,78,Germany,SSV Jahn Regensburg,850000.0,800.0,Left,CDM,C. Boukhalfa
62,75,21,190,70,Colombia,América de Cali,925000.0,600.0,Right,"CB, LB",P. Ortiz
62,73,23,178,73,Italy,Empoli,825000.0,6000.0,Right,"CDM, CM",S. Damiani
62,79,18,175,67,Greece,Olympiacos CFP,975000.0,500.0,Left,LB,A. Apostolopoulos
62,70,22,192,92,Germany,Borussia Dortmund II,775000.0,600.0,Right,GK,S. Drljača
62,72,22,181,70,Iceland,Strømsgodset IF,900000.0,1000.0,Right,"LW, RW",V. Ingimundarson
62,62,32,191,86,Czech Republic,Gaz Metan Mediaş,325000.0,2000.0,Right,ST,T. Smola
62,74,20,186,75,Netherlands,FC Twente,900000.0,1000.0,Right,"CB, CDM",C. Staring
62,75,21,190,83,Germany,KV Kortrijk,975000.0,2000.0,Right,ST,C. Herrmann
62,74,20,187,79,Colombia,Clube Sport Marítimo,900000.0,1000.0,Right,CB,M. Mosquera
62,72,20,185,73,Ghana,Chamois Niortais Football Club,875000.0,1000.0,Right,ST,G. Bentil
62,67,25,176,67,South Africa,Orlando Pirates,575000.0,500.0,Right,"CAM, RW, LW",C. Makgaka
62,66,26,188,83,Brazil,Gil Vicente FC,500000.0,2000.0,Right,CB,Diogo Silva
62,71,22,178,69,Trinidad and Tobago,Real Salt Lake,850000.0,1000.0,Left,"LB, CDM",N. Powder
62,74,18,179,63,Republic of Ireland,OGC Nice,925000.0,2000.0,Left,LM,A. Sotona
62,74,19,170,72,Norway,Wigan Athletic,950000.0,700.0,Right,"CAM, RM",T. Aasgaard
62,68,23,198,85,Gambia,KV Kortrijk,625000.0,3000.0,Right,ST,M. Badamosi
62,74,20,180,75,Norway,Stabæk Fotball,925000.0,600.0,Right,RB,S. Ottesen
62,72,20,196,79,Tunisia,Hannover 96,825000.0,3000.0,Right,"CDM, CB, CM",M. Lamti
62,77,19,179,68,Bulgaria,SC Heerenveen,950000.0,1000.0,Left,"CAM, LW, RW",S. Shopov
62,81,19,188,83,Spain,RCD Mallorca,900000.0,1000.0,Right,GK,Pere Joan
62,79,18,178,73,Netherlands,PEC Zwolle,1000000.0,900.0,Right,"LW, CAM",S. Lagsir
62,76,17,180,70,Netherlands,Arsenal,900000.0,2000.0,Right,"LM, RM, CF",J. Ideho
62,73,21,186,76,Spain,Athletic Club de Bilbao,825000.0,3000.0,Right,CB,Aitor Paredes
62,75,20,177,66,Spain,Real Sporting de Gijón,950000.0,1000.0,Right,"RM, RB",Trabanco
62,72,20,190,80,Spain,Sevilla FC,750000.0,2000.0,Right,GK,Alfonso Pastor
62,72,22,172,70,Argentina,Argentinos Juniors,900000.0,2000.0,Right,"ST, CAM",M. Coronel
62,76,20,186,76,Spain,Granada CF,900000.0,3000.0,Right,"CB, RB",Sergio Barcia
62,76,20,185,78,Peru,Club Sporting Cristal,900000.0,500.0,Right,"CDM, CM",J. Castillo
62,71,22,170,58,Venezuela,Club Sporting Cristal,900000.0,500.0,Left,"RW, RM",J. Marchán
62,75,21,180,84,Peru,Club Sporting Cristal,975000.0,500.0,Left,"ST, LW, RM",P. Liza
62,74,20,175,70,Spain,Real Zaragoza,925000.0,1000.0,Left,LB,Sola
62,72,20,181,72,Spain,Real Zaragoza,825000.0,1000.0,Right,CB,Javi Hernández
62,77,19,169,67,Uruguay,Club Atlético Rentistas,950000.0,500.0,Left,"LM, LWB, CF",F. Pérez
62,75,21,173,55,France,Dijon FCO,975000.0,8000.0,Right,RW,Y. Soumaré
62,80,19,188,78,New Zealand,,,,Right,"CM, CDM, CAM",M. Stamenic
62,73,22,180,72,Uruguay,Cerro Largo Fútbol Club,825000.0,500.0,Right,"CB, RB",M. Brasil
62,77,18,191,80,Germany,FC Ingolstadt 04,925000.0,1000.0,Right,"RM, CAM, LM",M. Röhl
62,81,18,173,64,Spain,CD Tenerife,1000000.0,650.0,Left,"CAM, CM",Dylan Perera
62,79,18,194,90,Germany,FC St. Pauli,1000000.0,2000.0,Right,ST,I. Matanović
62,71,22,190,82,Germany,1. FC Magdeburg,900000.0,950.0,Right,ST,J. Schuler
62,74,20,185,76,Spain,CD Tenerife,950000.0,1000.0,Right,"CM, CDM",Félix Alonso
62,72,20,178,67,Australia,Western Sydney Wanderers,825000.0,1000.0,Right,"LWB, RWB",T. Aquilina
62,73,20,184,74,Colombia,La Equidad,825000.0,500.0,Right,CB,D. Agrón
62,74,19,175,71,Venezuela,D.C. United,950000.0,1000.0,Right,ST,J. Bolívar
62,67,24,173,77,Ecuador,Guayaquil City FC,550000.0,500.0,Right,RB,W. Vargas
62,77,18,177,68,Ukraine,Shakhtar Donetsk,925000.0,500.0,Right,CAM,H. Sudakov
62,65,26,194,93,Mali,Malmö FF,400000.0,1000.0,Right,GK,I. Diawara
62,68,24,186,80,Sweden,Halmstads BK,625000.0,850.0,Left,RM,S. Kroon
62,62,34,193,92,Paraguay,12 de Octubre FC,70000.0,500.0,Right,GK,R. Rodríguez
62,73,21,173,63,Venezuela,Deportivo Táchira FC,850000.0,500.0,Left,"LB, LM",N. Contreras
62,80,18,166,57,Venezuela,Deportivo Táchira FC,1000000.0,500.0,Right,"RM, RW, LM",Y. Chacón
62,72,21,186,79,Netherlands,AZ Alkmaar,850000.0,1000.0,Right,"CDM, CM, CB",P. Koopmeiners
62,70,20,180,77,Venezuela,Metropolitanos de Caracas FC,875000.0,500.0,Right,LW,C. Schiavone
62,63,28,192,85,Brazil,Puebla FC,375000.0,2000.0,Left,"CB, LB",Lucas Maia
62,78,18,174,60,Romania,Arsenal,1000000.0,4000.0,Right,"CM, RM",C. Cîrjan
62,75,20,182,70,Norway,Stabæk Fotball,950000.0,700.0,Right,CM,M. Solbakken
62,75,20,192,83,Portugal,SC Braga,900000.0,2000.0,Right,CB,Bruno Rodrigues
62,68,24,184,80,Peru,FBC Melgar,575000.0,500.0,Left,CB,J. Luján
62,70,20,168,72,Germany,Go Ahead Eagles,875000.0,2000.0,Right,"LW, RW, RB",O. Heil
62,67,25,175,72,Japan,Shimizu S-Pulse,600000.0,1000.0,Left,"ST, CF",A. Disaro
62,62,29,176,65,Venezuela,Academia Puerto Cabello,400000.0,500.0,Right,"ST, RW",R. Alarcón
62,66,25,180,74,Brazil,AFC UTA Arad,550000.0,2000.0,Left,"ST, RM, CAM",Roger
62,67,24,176,69,Ecuador,Club Social y Deportivo Macará,600000.0,500.0,Right,"CM, RB, CDM",F. Zambrano
62,67,25,183,75,Venezuela,Academia Puerto Cabello,525000.0,500.0,Right,"CB, CDM, RB",J. Tineo
62,65,26,178,70,Japan,Avispa Fukuoka,525000.0,1000.0,Right,CM,T. Shigehiro
62,75,20,198,80,Senegal,AS Saint-Étienne,850000.0,3000.0,Right,GK,B. Fall
62,62,28,171,65,Venezuela,Academia Puerto Cabello,400000.0,500.0,Right,"CM, CDM",R. Garcés
62,66,24,173,73,Japan,Cerezo Osaka,525000.0,1000.0,Right,"RB, CB, LB",N. Arai
62,70,21,176,70,Japan,Shonan Bellmare,900000.0,850.0,Right,"CF, RM, CM",M. Ikeda
62,65,26,182,71,Japan,Cerezo Osaka,450000.0,2000.0,Right,CB,K. Toriumi
62,75,19,180,77,Germany,1. FC Saarbrücken,900000.0,600.0,Right,"CDM, CM",L. Kerber
62,66,25,186,83,Korea Republic,Suwon Samsung Bluewings,500000.0,1000.0,Left,CB,Choi Jung Won
62,78,19,198,86,Turkey,Göztepe SK,900000.0,850.0,Right,GK,A. Özçimen
62,68,22,182,78,Japan,Urawa Red Diamonds,600000.0,2000.0,Right,"CDM, CM",A. Ito
62,65,26,181,79,Bolivia,Club Deportivo Guabirá,450000.0,500.0,Right,CB,J. Ibáñez
62,80,19,175,72,Korea Republic,Suwon Samsung Bluewings,1000000.0,850.0,Right,ST,Jung Sang Bin
62,79,18,176,70,Argentina,Club Atlético Lanús,1000000.0,1000.0,Right,"LW, RW",L. Besozzi
62,76,21,179,67,France,Stade Rennais FC,950000.0,5000.0,Right,RB,L. Assignon
62,74,19,192,76,France,Nîmes Olympique,825000.0,500.0,Right,GK,A. Nazih
62,80,18,174,65,Mexico,Santos Laguna,1000000.0,1000.0,Left,"LM, LB",O. Campos
62,74,19,176,65,Hungary,SC Rheindorf Altach,950000.0,2000.0,Right,"LW, RW, LM",C. Bukta
62,68,23,172,62,Japan,Vegalta Sendai,625000.0,1000.0,Left,LM,R. Kida
62,68,23,183,79,Guinea,Hannover 96,625000.0,5000.0,Right,"ST, LW",M. Doumbouya
62,62,30,170,67,Peru,Sport Huancayo,375000.0,500.0,Right,"LW, RW",J. Trauco
62,68,24,191,93,England,Newport County,575000.0,2000.0,Right,"CB, RB",P. Farquharson
62,75,20,172,68,Spain,Rayo Vallecano,950000.0,3000.0,Right,"LM, RM, CAM",De Tomás
62,68,22,185,74,Denmark,Vejle Boldklub,650000.0,2000.0,Left,LM,L. Engel
62,62,29,179,81,Paraguay,Guaireña FC,325000.0,500.0,Right,CB,N. Ruiz
62,80,17,173,67,Poland,Wisła Kraków,1000000.0,500.0,Right,"LM, RM",P. Starzyński
62,80,18,189,70,Denmark,FC Red Bull Salzburg,1000000.0,2000.0,Left,"CAM, CM",M. Kjaergaard
62,84,17,175,70,England,Manchester United,1200000.0,2000.0,Right,"RM, LM",S. Shoretire
62,74,19,186,79,France,Sport-Club Freiburg,875000.0,2000.0,Right,CB,K. Sildillia
62,69,21,180,76,Austria,SV Ried,800000.0,2000.0,Right,CM,N. Stosic
62,65,24,183,80,Paraguay,Club River Plate Asunción,500000.0,500.0,Left,"LB, LM",M. Otazú
62,65,26,189,84,Paraguay,Club River Plate Asunción,400000.0,500.0,Right,GK,G. Serdán
62,67,25,184,81,Argentina,Independiente del Valle,525000.0,500.0,Right,"CDM, CM",N. Previtali
62,69,22,180,79,Jamaica,Vancouver Whitecaps FC,775000.0,1000.0,Right,"RB, CB",J. Brown
62,68,25,185,82,Argentina,Club Atlético Sarmiento,500000.0,2000.0,Right,GK,F. Ferrero
62,70,23,194,89,Poland,Zagłębie Lubin,900000.0,2000.0,Right,ST,K. Podliński
62,75,19,188,81,Peru,Carlos A. Mannucci,875000.0,500.0,Left,CB,R. Lutiger
62,69,24,180,72,Bolivia,Club Atlético Palmaflor,750000.0,500.0,Left,LB,P. Velasco
62,74,19,179,77,Argentina,Club Atlético Talleres,950000.0,2000.0,Right,RW,M. Sosa
62,63,26,179,75,Venezuela,AC Mineros de Guayana,475000.0,500.0,Right,CM,A. Cardozo
62,72,20,175,70,Peru,Carlos A. Mannucci,875000.0,500.0,Right,CAM,R. Chávez
62,69,24,178,71,Venezuela,Aragua Fútbol Club,750000.0,500.0,Right,RB,D. Rivillo
62,74,20,175,74,Uruguay,Montevideo City Torque,950000.0,500.0,Right,"CAM, ST",S. Guerrero
62,70,20,175,72,Bolivia,Club Atlético Nacional Potosí,875000.0,500.0,Right,CM,V. Cuellar
62,68,23,185,79,United States,New England Revolution,575000.0,1000.0,Left,"CB, LB",J. Bell
62,70,21,176,70,England,Atlético de Madrid,900000.0,1000.0,Right,RM,E. Sutherland
62,75,20,184,76,Argentina,Gimnasia y Esgrima La Plata,900000.0,2000.0,Right,CB,B. Palazzo
62,82,17,185,78,England,Manchester City,1000000.0,700.0,Left,CB,L. Mbete
62,77,18,186,75,Portugal,Vitória de Guimarães,875000.0,550.0,Left,LB,Hélder Sá
62,72,20,172,68,Paraguay,Club Libertad,825000.0,500.0,Right,RB,R. González
62,62,28,184,78,Uruguay,Club Atlético Rentistas,400000.0,500.0,Right,"ST, CF",F. Peraza
62,73,19,185,74,Argentina,Club Atlético Banfield,825000.0,1000.0,Left,LWB,J. Eseiza
62,64,27,195,83,Sweden,Varbergs BoIS FC,425000.0,750.0,Right,CB,O. Stanisic
62,82,16,187,75,Greece,Olympiacos CFP,1000000.0,500.0,Right,CB,A. Kalogeropoulos
62,80,18,173,65,England,Southampton,975000.0,2000.0,Right,"RB, RWB",T. Livramento
62,71,21,182,76,Argentina,Vélez Sarsfield,900000.0,2000.0,Right,"CM, CAM",N. Garayalde
62,73,19,190,77,France,Le Havre AC,800000.0,850.0,Right,CDM,A. Richardson
62,75,19,182,75,Senegal,Le Havre AC,875000.0,850.0,Right,CB,A. Sangante
62,68,23,192,86,Slovenia,FC Paços de Ferreira,500000.0,1000.0,Right,GK,I. Vekič
62,71,23,182,74,Spain,UD Ibiza,775000.0,950.0,Right,GK,Chanza
62,71,20,188,78,Norway,Lillestrøm SK,875000.0,950.0,Left,"ST, CAM",J. Braut-Brunes
62,74,20,171,68,Spain,Unión Deportiva Las Palmas,900000.0,1000.0,Right,"CDM, CM",Diego Guti
62,62,32,188,82,France,SC Bastia,250000.0,1000.0,Left,"CB, CDM",S. Guibert
62,65,26,180,74,Algeria,US Quevilly Rouen Métropole,475000.0,1000.0,Left,"LB, CB",S. Belkorchia
62,65,23,180,60,Austria,SK Austria Klagenfurt,500000.0,2000.0,Left,"LB, LM, LW",F. Jaritz
62,65,24,188,72,Croatia,SK Austria Klagenfurt,475000.0,2000.0,Left,"CB, LB",I. Saravanja
62,72,21,190,78,Netherlands,Go Ahead Eagles,850000.0,1000.0,Right,CDM,J. Idzes
62,69,21,186,76,Spain,Unión Deportiva Las Palmas,775000.0,1000.0,Left,LB,Sergi Cardona
62,67,26,181,73,Spain,Burgos CF,525000.0,1000.0,Right,"CB, CDM",Córdoba
62,66,25,182,77,Spain,SD Amorebieta,550000.0,2000.0,Right,"CM, CDM",Iker Bilbao
62,72,21,170,70,Spain,Real Sociedad B,900000.0,1000.0,Right,CM,Dani Garrido
62,71,20,185,78,Uruguay,Club Atlético Peñarol,875000.0,500.0,Right,ST,N. García
62,67,24,194,82,Germany,FC Viktoria 1889 Berlin,550000.0,700.0,Right,CB,T. Gunte
62,66,24,189,83,Croatia,Parma,525000.0,5000.0,Right,CDM,S. Jurić
62,65,26,187,83,Serbia,SV Ried,450000.0,2000.0,Right,CB,M. Jovicic
62,73,20,180,72,Austria,SC Rheindorf Altach,825000.0,2000.0,Right,CDM,S. Aigner
62,70,21,183,71,Austria,FC Flyeralarm Admira,775000.0,1000.0,Right,GK,B. Jenciragic
62,70,22,176,71,Germany,SG Dynamo Dresden,900000.0,3000.0,Right,"CM, CAM",L. Herrmann
62,73,19,171,65,Germany,SC Freiburg II,875000.0,650.0,Right,"ST, CF",E. Kehrer
62,67,23,185,76,Poland,Radomiak Radom,550000.0,800.0,Right,"CDM, CM",M. Kaput
62,66,24,182,77,Czech Republic,Bruk-Bet Termalica Nieciecza,525000.0,1000.0,Right,"CB, CDM",M. Bezpalec
62,71,21,180,70,France,FC Girondins de Bordeaux,825000.0,3000.0,Right,CB,M. Bokele
62,68,23,186,79,Germany,TSV Havelse,575000.0,500.0,Right,CDM,V. Meien
62,73,20,186,80,Austria,SC Rheindorf Altach,825000.0,2000.0,Right,"CDM, CB, CM",F. Strauss
62,62,30,193,85,Brazil,Port Vale,275000.0,2000.0,Right,GK,Lucas Covolan
62,70,22,183,74,Mexico,Club Atlético de San Luis,900000.0,7000.0,Right,CM,W. Mejía
62,68,24,194,83,Germany,VfL Osnabrück,625000.0,1000.0,Left,ST,F. Higl
62,68,23,189,81,Germany,VfL Osnabrück,625000.0,1000.0,Right,"CM, CDM, CAM",L. Kunze
62,71,21,169,63,Germany,1. FC Magdeburg,900000.0,750.0,Left,"CAM, RW",J. Ceka
62,65,26,194,84,Germany,Sportclub Verl,475000.0,550.0,Right,"CDM, CM",V. Sapina
62,74,20,184,77,Germany,SC Freiburg II,900000.0,2000.0,Right,"CDM, CM",Y. Engelhardt
62,63,29,190,80,Serbia,FC U Craiova 1948,375000.0,2000.0,Right,"CB, RB",M. Gajić
62,70,21,176,66,Switzerland,LASK Linz,850000.0,3000.0,Left,"LB, LM",E. Wild
62,72,21,181,76,Germany,Eintracht Braunschweig,850000.0,1000.0,Right,RB,L. Görlich
62,69,21,182,80,Spain,CD Mirandés,800000.0,1000.0,Left,"CM, CAM",Unai Rementería
62,70,21,182,76,Croatia,K Beerschot VA,900000.0,2000.0,Left,"LW, RW, ST",L. Kreković
62,83,17,179,71,Spain,Eintracht Frankfurt,1200000.0,600.0,Right,RM,Fabio Blanco
62,63,27,184,79,Germany,TSV Havelse,475000.0,550.0,Right,ST,Y. Jaeschke
62,62,29,185,78,Germany,TSV Havelse,400000.0,550.0,Right,CAM,L. Meyer
62,71,22,180,76,Germany,Hallescher FC,900000.0,850.0,Right,"RM, CAM, LM",T. Zimmerschied
